date,region,service_type,demand_units,capacity_allocated,cost_usd,availability,is_weekend,market_demand_index,gdp_growth,customer_growth_rate,pricing_event,service_incident,industry_mix_index,year,month,day,day_of_week,quarter,lag_1,lag_7,rolling_mean_7,lag_30,lag_60,rolling_mean_30,week_of_year,is_summer,is_holiday_period,previous_year_demand,yoy_growth,economic_growth_interaction,time_index
2023-02-12,centralus,Compute,1417.0,1881.0,114.6,99.95,1,99.95,3.37,4.39,0,0,91.32,2023,2,12,6,1,1474.0,381.0,1863.4285714285713,1117.0,544.0,1490.5,6,0,0,1479.0,-4.192021636240703,14.7943,400
2023-02-13,centralus,Compute,536.0,646.0,44.97,99.88,0,90.31,3.12,5.73,0,0,98.61,2023,2,13,0,1,1417.0,1504.0,1725.142857142857,1809.0,1549.0,1448.0666666666666,7,0,0,1732.0,-69.05311778290994,17.8776,401
2023-02-14,centralus,Compute,1106.5,1056.0,94.0525,99.94,0,117.02,2.05,5.8,0,0,87.43,2023,2,14,1,1,536.0,1932.0,1607.2142857142858,599.0,1931.0,1464.9833333333333,7,0,0,706.0,56.72804532577904,11.889999999999999,402
2023-02-15,centralus,Compute,1818.0,2454.0,150.54,99.88,0,119.67,1.35,3.05,1,0,73.1,2023,2,15,2,1,1106.5,2239.0,1547.0714285714287,1820.0,1106.5,1464.9166666666667,7,0,0,1106.5,64.30185268865793,4.1175,403
2023-02-16,centralus,Compute,1910.0,2306.0,163.15,99.9,0,122.26,3.13,2.6,0,0,52.0,2023,2,16,3,1,1818.0,2239.0,1500.0714285714287,2034.0,1402.0,1460.7833333333333,7,0,0,1932.0,-1.1387163561076603,8.138,404
2023-02-17,centralus,Compute,2098.0,2556.0,170.21,99.91,0,134.99,3.88,3.64,0,0,91.93,2023,2,17,4,1,1910.0,2239.0,1479.9285714285713,780.0,1690.0,1504.7166666666667,7,0,0,2239.0,-6.2974542206342115,14.1232,405
2023-02-18,centralus,Compute,368.0,491.0,31.01,99.93,1,131.65,3.12,1.76,0,0,99.37,2023,2,18,5,1,2098.0,1474.0,1321.9285714285713,894.0,867.0,1487.1833333333334,7,0,0,2239.0,-83.56409111210363,5.4912,406
2023-02-19,centralus,Compute,948.0,1289.0,83.04,99.9,1,120.45,3.69,1.63,0,0,50.82,2023,2,19,6,1,368.0,1417.0,1254.9285714285713,1106.5,542.0,1481.9,7,0,0,855.0,10.87719298245614,6.0146999999999995,407
2023-02-20,centralus,Compute,563.0,702.0,46.67,99.91,0,113.28,1.21,1.98,0,0,82.65,2023,2,20,0,1,948.0,536.0,1258.7857142857142,1291.0,1838.0,1457.6333333333334,8,0,0,1106.5,-49.118843199277,2.3958,408
2023-02-21,centralus,Compute,2239.0,2898.21875,192.05,99.9,0,120.82,3.21,3.8,0,0,95.09,2023,2,21,1,1,563.0,1106.5,1420.5714285714287,1373.0,1707.0,1486.5,8,0,0,556.0,302.6978417266187,12.197999999999999,409
2023-02-22,centralus,Compute,2120.0,2867.0,175.08,99.87,0,106.38,2.47,5.89,0,0,94.4,2023,2,22,2,1,2239.0,1818.0,1463.7142857142858,2239.0,1179.0,1482.5333333333333,8,0,0,2239.0,-5.31487271103171,14.548300000000001,410
2023-02-23,centralus,Compute,1310.0,1741.0,116.29,99.88,0,96.44,2.79,0.54,0,0,79.81,2023,2,23,3,1,2120.0,1910.0,1378.0,1482.0,596.0,1476.8,8,0,0,1807.0,-27.504150525733262,1.5066000000000002,411
2023-02-24,centralus,Compute,2239.0,2898.21875,207.24,99.91,0,88.0,3.95,1.15,0,0,87.29,2023,2,24,4,1,1310.0,2098.0,1398.142857142857,2239.0,2239.0,1476.8,8,0,0,477.0,369.39203354297695,4.5424999999999995,412
2023-02-25,centralus,Compute,1355.0,1817.0,120.17,99.91,1,102.6,2.82,5.45,0,0,61.48,2023,2,25,5,1,2239.0,368.0,1539.142857142857,860.0,783.0,1493.3,8,0,0,438.0,209.3607305936073,15.369,413
2023-02-26,centralus,Compute,1036.0,1412.0,86.56,99.96,1,134.72,3.97,2.4,0,0,89.33,2023,2,26,6,1,1355.0,948.0,1551.7142857142858,1106.5,1006.0,1490.95,8,0,0,1880.0,-44.8936170212766,9.528,414
2023-02-27,centralus,Compute,1042.0,1207.0,86.95,99.87,0,109.17,1.69,1.26,0,0,98.21,2023,2,27,0,1,1036.0,563.0,1620.142857142857,1347.0,1827.0,1480.7833333333333,9,0,0,1974.0,-47.21377912867275,2.1294,415
2023-02-28,centralus,Compute,1245.0,1620.0,104.03,99.99,0,98.5,3.34,3.23,0,0,97.83,2023,2,28,1,1,1042.0,2239.0,1478.142857142857,406.0,1106.5,1508.75,9,0,0,1822.0,-31.668496158068056,10.7882,416
2023-03-01,centralus,Compute,1340.0,1793.0,115.35,99.9,0,90.05,2.72,5.59,0,0,82.45,2023,3,1,2,1,1245.0,2120.0,1366.7142857142858,767.0,709.0,1527.85,9,0,0,730.0,83.56164383561644,15.2048,417
2023-03-02,centralus,Compute,1764.0,2276.0,147.87,99.99,0,113.63,3.58,3.15,0,0,77.9,2023,3,2,3,1,1340.0,1310.0,1431.5714285714287,1376.0,1106.5,1540.7833333333333,9,0,0,2239.0,-21.21482804823582,11.277,418
2023-03-03,centralus,Compute,1838.0,2373.0,150.93,99.9,0,90.2,2.74,1.67,0,0,88.27,2023,3,3,4,1,1764.0,2239.0,1374.2857142857142,2239.0,1106.5,1527.4166666666667,9,0,0,1237.0,48.585286984640256,4.5758,419
2023-03-04,centralus,Compute,696.0,965.0,60.07,99.97,1,131.31,1.97,3.25,0,0,70.06,2023,3,4,5,1,1838.0,1355.0,1280.142857142857,2239.0,2103.0,1475.9833333333333,9,0,0,838.0,-16.94510739856802,6.4025,420
2023-03-05,centralus,Compute,1106.5,2318.0,147.84,99.95,1,120.27,2.59,0.98,1,0,54.1,2023,3,5,6,1,696.0,1036.0,1290.2142857142858,2033.0,1106.5,1445.1,9,0,0,673.0,64.41307578008916,2.5382,421
2023-03-06,centralus,Compute,2239.0,2898.21875,313.66,99.97,0,125.5,1.47,3.04,0,0,75.07,2023,3,6,0,1,1106.5,1042.0,1461.2142857142858,1250.0,2010.0,1478.0666666666666,10,0,0,1416.0,58.121468926553675,4.4688,422
2023-03-07,centralus,Compute,1101.0,1405.0,97.48,99.87,0,109.75,2.37,4.23,0,0,63.98,2023,3,7,1,1,2239.0,1245.0,1440.642857142857,381.0,1184.0,1502.0666666666666,10,0,0,1999.0,-44.922461230615305,10.025100000000002,423
2023-03-08,centralus,Compute,1061.0,1350.0,88.02,99.89,0,115.69,1.41,0.57,0,0,59.89,2023,3,8,2,1,1101.0,1340.0,1400.7857142857142,1504.0,1732.0,1487.3,10,0,0,1892.0,-43.92177589852008,0.8036999999999999,424
2023-03-09,centralus,Compute,789.0,1005.0,66.27,99.93,0,124.8,4.46,2.18,0,0,99.95,2023,3,9,3,1,1061.0,1764.0,1261.5,1932.0,695.0,1449.2,10,0,0,1106.5,-28.694080433800274,9.722800000000001,425
2023-03-10,centralus,Compute,698.0,872.5,59.330000000000005,99.94,0,86.69,3.67,5.88,0,0,98.85,2023,3,10,4,1,789.0,1838.0,1098.642857142857,2239.0,2218.0,1397.8333333333333,10,0,0,1425.0,-51.01754385964913,21.5796,426
2023-03-11,centralus,Compute,1106.5,1654.0,106.99,99.92,1,101.99,2.69,5.28,0,0,89.27,2023,3,11,5,1,698.0,696.0,1157.2857142857142,2239.0,721.0,1360.0833333333333,10,0,0,1889.0,-41.42403388035998,14.2032,427
2023-03-12,centralus,Compute,1853.0,2389.0,156.13,99.96,1,115.36,3.05,2.28,0,0,58.96,2023,3,12,6,1,1106.5,1106.5,1263.9285714285713,2239.0,1106.5,1347.2166666666667,10,0,0,1570.0,18.025477707006367,6.953999999999999,428
2023-03-13,centralus,Compute,2239.0,2898.21875,199.59,99.87,0,115.51,3.1,4.69,0,0,88.99,2023,3,13,0,1,1853.0,2239.0,1263.9285714285713,1474.0,839.0,1372.7166666666667,11,0,0,2239.0,0.0,14.539000000000001,429
2023-03-14,centralus,Compute,1948.0,2435.0,160.95,99.9,0,86.44,2.24,4.74,0,1,50.36,2023,3,14,1,1,2239.0,1101.0,1384.9285714285713,1417.0,1117.0,1390.4166666666667,11,0,0,2239.0,-12.996873604287629,10.617600000000001,430
2023-03-15,centralus,Compute,485.0,652.0,39.71,99.92,0,109.8,1.66,5.97,0,0,84.25,2023,3,15,2,1,1948.0,1061.0,1302.642857142857,536.0,1809.0,1388.7166666666667,11,0,0,783.0,-38.05874840357599,9.9102,431
2023-03-16,centralus,Compute,1489.0,1861.25,128.79,99.9,0,93.54,3.53,0.67,0,0,59.51,2023,3,16,3,1,485.0,789.0,1402.642857142857,1106.5,599.0,1401.4666666666667,11,0,0,1564.0,-4.79539641943734,2.3651,432
2023-03-17,centralus,Compute,1524.0,1905.0,129.54000000000002,99.87,0,89.83,2.97,3.82,0,0,69.73,2023,3,17,4,1,1489.0,698.0,1520.642857142857,1818.0,1820.0,1391.6666666666667,11,0,0,1460.0,4.383561643835616,11.3454,433
2023-03-18,centralus,Compute,2239.0,2898.21875,463.68,99.97,1,85.51,2.08,5.5,0,0,57.0,2023,3,18,5,1,1524.0,1106.5,1682.4285714285713,1910.0,2034.0,1402.6333333333334,11,0,0,891.0,151.29068462401796,11.440000000000001,434
2023-03-19,centralus,Compute,626.0,839.0,52.47,99.87,1,110.28,2.05,3.89,0,0,78.76,2023,3,19,6,1,2239.0,1853.0,1507.142857142857,2098.0,780.0,1353.5666666666666,11,0,0,735.0,-14.829931972789115,7.9745,435
2023-03-20,centralus,Compute,2239.0,2898.21875,201.75,99.97,0,91.03,3.05,3.26,0,0,84.36,2023,3,20,0,1,626.0,2239.0,1507.142857142857,368.0,894.0,1415.9333333333334,12,0,0,2097.0,6.771578445398188,9.943,436
2023-03-21,centralus,Compute,1274.0,1677.0,110.15,99.93,0,131.19,4.2,0.76,0,0,52.76,2023,3,21,1,1,2239.0,1948.0,1410.857142857143,948.0,1106.5,1426.8,12,0,0,1083.0,17.636195752539244,3.192,437
2023-03-22,centralus,Compute,1861.0,2507.0,155.49,99.93,0,109.62,4.36,1.82,0,0,70.68,2023,3,22,2,1,1274.0,485.0,1607.4285714285713,563.0,1291.0,1470.0666666666666,12,0,0,1529.0,21.71353826030085,7.935200000000001,438
2023-03-23,centralus,Compute,1948.0,2375.0,157.31,99.86,0,112.65,2.14,1.56,0,0,80.01,2023,3,23,3,1,1861.0,1489.0,1673.0,2239.0,1373.0,1460.3666666666666,12,0,0,1819.0,7.091808686091258,3.3384000000000005,439
2023-03-24,centralus,Compute,1139.0,1382.0,95.36,99.93,0,129.29,3.81,3.71,0,0,92.12,2023,3,24,4,1,1948.0,1524.0,1618.0,2120.0,2239.0,1427.6666666666667,12,0,0,1865.0,-38.92761394101877,14.1351,440
2023-03-25,centralus,Compute,2046.0,2683.0,171.7,99.88,1,110.79,3.9,3.67,0,1,99.92,2023,3,25,5,1,1139.0,2239.0,1590.4285714285713,1310.0,1482.0,1452.2,12,0,0,554.0,269.3140794223827,14.312999999999999,441
2023-03-26,centralus,Compute,670.0,818.0,57.4,99.99,1,93.72,1.53,4.88,1,0,66.79,2023,3,26,6,1,2046.0,626.0,1596.7142857142858,2239.0,2239.0,1399.9,12,0,0,1625.0,-58.769230769230774,7.4664,442
2023-03-27,centralus,Compute,1777.0,2218.0,148.9,99.87,0,131.92,3.84,1.72,0,0,76.86,2023,3,27,0,1,670.0,2239.0,1530.7142857142858,1355.0,860.0,1413.9666666666667,13,0,0,1106.5,60.59647537279711,6.6048,443
2023-03-28,centralus,Compute,1955.0,2528.0,163.1,99.92,0,87.02,2.61,1.99,0,0,59.61,2023,3,28,1,1,1777.0,1274.0,1628.0,1036.0,1106.5,1444.6,13,0,0,2239.0,-12.684234033050467,5.193899999999999,444
2023-03-29,centralus,Compute,1106.5,2898.21875,191.1,99.85,0,121.8,1.98,3.16,0,0,57.08,2023,3,29,2,1,1955.0,1861.0,1520.2142857142858,1042.0,1347.0,1446.75,13,0,0,1106.5,0.0,6.2568,445
2023-03-30,centralus,Compute,1156.0,1541.0,100.77,99.87,0,113.93,2.48,4.54,0,0,94.93,2023,3,30,3,1,1106.5,1948.0,1407.0714285714287,1245.0,406.0,1443.7833333333333,13,0,0,2050.0,-43.609756097560975,11.2592,446
2023-03-31,centralus,Compute,1975.0,2645.0,169.29,99.94,0,128.15,4.06,1.62,0,0,57.29,2023,3,31,4,1,1156.0,1139.0,1526.5,1340.0,767.0,1464.95,13,0,0,996.0,98.29317269076306,6.5771999999999995,447
2023-04-01,centralus,Compute,1830.0,2316.0,149.47,99.9,1,118.26,3.76,2.96,0,0,96.08,2023,4,1,5,2,1975.0,2046.0,1495.642857142857,1764.0,1376.0,1467.15,13,0,0,1818.0,0.6600660066006601,11.1296,448
2023-04-02,centralus,Compute,1519.0,2103.0,132.55,99.93,1,108.84,1.72,2.59,0,0,79.95,2023,4,2,6,2,1830.0,670.0,1616.9285714285713,1838.0,2239.0,1456.5166666666667,13,0,0,492.0,208.739837398374,4.4548,449
2023-04-03,centralus,Compute,604.0,800.0,52.34,99.91,0,89.91,2.46,5.96,0,0,87.19,2023,4,3,0,2,1519.0,1777.0,1449.357142857143,696.0,2239.0,1453.45,14,0,0,1143.0,-47.15660542432196,14.6616,450
2023-04-04,centralus,Compute,2230.0,2898.21875,189.55,99.93,0,110.43,3.39,5.45,0,0,74.01,2023,4,4,1,2,604.0,1955.0,1488.642857142857,1106.5,2033.0,1490.9,14,0,0,1110.0,100.9009009009009,18.4755,451
2023-04-05,centralus,Compute,1407.0,1623.0,116.05,99.99,0,112.61,1.48,2.74,0,0,85.03,2023,4,5,2,2,2230.0,1106.5,1531.5714285714287,2239.0,1250.0,1463.1666666666667,14,0,0,1607.0,-12.445550715619166,4.0552,452
2023-04-06,centralus,Compute,780.0,954.0,63.29,99.97,0,105.54,3.76,2.82,0,0,94.31,2023,4,6,3,2,1407.0,1156.0,1477.857142857143,1101.0,381.0,1452.4666666666667,14,0,0,892.0,-12.556053811659194,10.6032,453
2023-04-07,centralus,Compute,1793.0,2460.0,148.9,99.87,0,91.54,2.83,4.53,0,0,86.46,2023,4,7,4,2,780.0,1975.0,1451.857142857143,1061.0,1504.0,1476.8666666666666,14,0,0,1388.0,29.178674351585016,12.8199,454
2023-04-08,centralus,Compute,928.0,1115.0,80.29,99.87,1,104.63,1.42,5.01,0,0,97.12,2023,4,8,5,2,1793.0,1830.0,1323.0,789.0,1932.0,1481.5,14,0,0,869.0,6.789413118527042,7.114199999999999,455
2023-04-09,centralus,Compute,1954.0,2396.0,168.68,99.92,1,122.17,1.92,5.13,0,0,79.56,2023,4,9,6,2,928.0,1519.0,1385.142857142857,698.0,2239.0,1523.3666666666666,14,0,0,1992.0,-1.9076305220883536,9.849599999999999,456
2023-04-10,centralus,Compute,1834.0,2281.0,161.97,99.96,0,120.06,2.28,1.27,0,0,79.65,2023,4,10,0,2,1954.0,604.0,1560.857142857143,1106.5,2239.0,1547.6166666666666,15,0,0,2239.0,-18.088432335864223,2.8956,457
2023-04-11,centralus,Compute,764.0,1042.0,63.3,99.87,0,121.12,4.25,0.69,1,0,84.24,2023,4,11,1,2,1834.0,2230.0,1351.4285714285713,1853.0,2239.0,1511.3166666666666,15,0,0,786.0,-2.7989821882951653,2.9324999999999997,458
2023-04-12,centralus,Compute,2239.0,2898.21875,445.55,99.93,0,116.35,2.33,2.56,0,0,57.48,2023,4,12,2,2,764.0,1407.0,1470.2857142857142,2239.0,1474.0,1511.3166666666666,15,0,0,1106.0,102.44122965641952,5.9648,459
2023-04-13,centralus,Compute,2181.0,2898.21875,189.96,99.85,0,104.42,2.26,5.85,0,0,72.11,2023,4,13,3,2,2239.0,780.0,1670.4285714285713,1948.0,1417.0,1519.0833333333333,15,0,0,2239.0,-2.590442161679321,13.220999999999998,460
2023-04-14,centralus,Compute,2179.0,2849.0,182.87,99.99,0,134.0,2.63,4.23,0,0,87.4,2023,4,14,4,2,2181.0,1793.0,1725.5714285714287,485.0,536.0,1575.55,15,0,0,1984.0,9.828629032258064,11.1249,461
2023-04-15,centralus,Compute,983.0,1233.0,82.81,99.89,1,113.03,4.11,1.39,0,0,52.81,2023,4,15,5,2,2179.0,928.0,1733.4285714285713,1489.0,1106.5,1558.6833333333334,15,0,0,1006.0,-2.286282306163022,5.7129,462
2023-04-16,centralus,Compute,439.0,600.0,39.04,99.88,1,127.02,2.6,4.84,0,0,85.63,2023,4,16,6,2,983.0,1954.0,1517.0,1524.0,1818.0,1522.5166666666667,15,0,0,1303.0,-66.30851880276285,12.584,463
2023-04-17,centralus,Compute,687.0,889.0,55.72,99.91,0,114.52,4.36,2.3,0,0,71.68,2023,4,17,0,2,439.0,1834.0,1353.142857142857,2239.0,1910.0,1470.7833333333333,16,0,0,1256.0,-45.302547770700635,10.028,464
2023-04-18,centralus,Compute,1451.0,1970.0,119.81,99.86,0,88.43,2.19,3.05,0,0,58.93,2023,4,18,1,2,687.0,764.0,1451.2857142857142,626.0,2098.0,1498.2833333333333,16,0,0,608.0,138.6513157894737,6.679499999999999,465
2023-04-19,centralus,Compute,1718.0,2179.0,142.96,99.95,0,116.77,4.18,1.87,0,0,72.52,2023,4,19,2,2,1451.0,2239.0,1376.857142857143,2239.0,368.0,1480.9166666666667,16,0,0,2094.0,-17.95606494746896,7.8166,466
2023-04-20,centralus,Compute,1106.5,1793.0,112.51,99.92,0,95.41,4.17,2.28,0,0,88.19,2023,4,20,3,2,1718.0,2181.0,1223.357142857143,1274.0,948.0,1475.3333333333333,16,0,0,844.0,31.101895734597157,9.507599999999998,467
2023-04-21,centralus,Compute,2108.0,2478.0,186.36,99.99,0,101.35,3.76,2.78,0,0,88.03,2023,4,21,4,2,1106.5,2179.0,1213.2142857142858,1861.0,563.0,1483.5666666666666,16,0,0,1595.0,32.16300940438872,10.452799999999998,468
2023-04-22,centralus,Compute,759.0,947.0,64.515,99.98,1,93.6,2.13,1.11,0,0,71.76,2023,4,22,5,2,2108.0,983.0,1181.2142857142858,1948.0,2239.0,1443.9333333333334,16,0,0,2239.0,-66.10093791871371,2.3643,469
2023-04-23,centralus,Compute,834.0,1155.0,70.89,99.88,1,114.18,3.72,0.55,0,0,73.16,2023,4,23,6,2,759.0,439.0,1237.642857142857,1139.0,2120.0,1433.7666666666667,16,0,0,394.0,111.6751269035533,2.0460000000000003,470
